fasta_header                                                                              ,Virus name                                   ,Location                                             ,Collection date,Originating lab                                                                                                                                                                                                                 ,Submitting lab                                                                                                                                                                                                                                              ,Authors
hCoV-19/USA/WA-UW281/2020|EPI_ISL_418066|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW281/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/WA-UW279/2020|EPI_ISL_418064|NorthAmerica|USA|2020-03-15                      ,hCoV-19/USA/WA-UW279/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-15     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/WA-UW278/2020|EPI_ISL_418063|NorthAmerica|USA|2020-03-16                      ,hCoV-19/USA/WA-UW278/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-16     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/WA-UW284/2020|EPI_ISL_418069|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW284/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/WA-UW283/2020|EPI_ISL_418068|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW283/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/CruiseA-6/2020|EPI_ISL_413611|NorthAmerica|USA|2020-02-21                     ,hCoV-19/USA/CruiseA-6/2020                   ,NorthAmerica/USA                                     ,2020-02-21     ,unknown                                                                                                                                                                                                                         ,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"                                                                                                                                    ,"Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
hCoV-19/USA/CruiseA-7/2020|EPI_ISL_413612|NorthAmerica|USA|2020-02-17                     ,hCoV-19/USA/CruiseA-7/2020                   ,NorthAmerica/USA                                     ,2020-02-17     ,unknown                                                                                                                                                                                                                         ,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"                                                                                                                                    ,"Ying Tao, Clinton R. Paden, Krista Queen, Anna Uehara, Jing Zhang, Yan Li, Haibin Wang, Shifaq Kamili, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Lijuan Wang, Janna' R. Murray, Jasmine Padilla, Justin Lee, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong"
hCoV-19/Finland/FIN03032020A/2020|EPI_ISL_413602|Europe|Finland|2020-03-03                ,hCoV-19/Finland/FIN03032020A/2020            ,Europe/Finland/Helsinki                              ,2020-03-03     ,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland"                                                                                                                ,"Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland"                                                                                                                                                                    ,"Teemu Smura, Hannimari Kallio-Kokko, Olli Vapalahti"
hCoV-19/Finland/FIN03032020C/2020|EPI_ISL_413604|Europe|Finland|2020-03-03                ,hCoV-19/Finland/FIN03032020C/2020            ,Europe/Finland/Helsinki                              ,2020-03-03     ,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland "                                                                                                               ,"Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland"                                                                                                                                                                    ,"Teemu Smura, Hannimari Kallio-Kokko, Olli Vapalahti"
hCoV-19/Shandong/LY003/2020|EPI_ISL_414936|Asia|China|2020-01-23                          ,hCoV-19/Shandong/LY003/2020                  ,Asia/China/Shandong                                  ,2020-01-23     ,Shandong Provincial Center for Disease Control and Prevention                                                                                                                                                                   ,Beijing Institute of Microbiology and Epidemiology                                                                                                                                                                                                          ,"Xiao-Lin Jiang, Xiao-Li Zhang, Xiang-Na Zhao, Cun-Bao Li, Jie Lei, Zeng-Qiang Kou, Wen-Kui Sun, Yang Hang, Feng Gao, Sheng-Xiang Ji, Can-Fang Lin, Bo Pang, Ming-Xiao Yao, Guo-Lin Wang, Lin Yao, Li-Jun Duan, Xiao Wei, Dian-Ming Kang, Mai-Juan Ma"
hCoV-19/Finland/FIN01032020/2020|EPI_ISL_413605|Europe|Finland|2020-03-01                 ,hCoV-19/Finland/FIN01032020/2020             ,Europe/Finland/Helsinki                              ,2020-03-01     ,"Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland"                                                                                                                ,"Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland"                                                                                                                                                                    ,"Teemu Smura, Hannimari Kallio-Kokko, Olli Vapalahti"
hCoV-19/USA/CruiseA-1/2020|EPI_ISL_413606|NorthAmerica|USA|2020-02-17                     ,hCoV-19/USA/CruiseA-1/2020                   ,NorthAmerica/USA                                     ,2020-02-17     ,unknown                                                                                                                                                                                                                         ,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"                                                                                                                                    ,"Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
hCoV-19/Shandong/LY005/2020|EPI_ISL_414938|Asia|China|2020-01-24                          ,hCoV-19/Shandong/LY005/2020                  ,Asia/China/Shandong                                  ,2020-01-24     ,Shandong Provincial Center for Disease Control and Prevention                                                                                                                                                                   ,Beijing Institute of Microbiology and Epidemiology                                                                                                                                                                                                          ,"Xiao-Lin Jiang, Xiao-Li Zhang, Xiang-Na Zhao, Cun-Bao Li, Jie Lei, Zeng-Qiang Kou, Wen-Kui Sun, Yang Hang, Feng Gao, Sheng-Xiang Ji, Can-Fang Lin, Bo Pang, Ming-Xiao Yao, Guo-Lin Wang, Lin Yao, Li-Jun Duan, Xiao Wei, Dian-Ming Kang, Mai-Juan Ma"
hCoV-19/USA/CruiseA-2/2020|EPI_ISL_413607|NorthAmerica|USA|2020-02-18                     ,hCoV-19/USA/CruiseA-2/2020                   ,NorthAmerica/USA                                     ,2020-02-18     ,unknown                                                                                                                                                                                                                         ,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"                                                                                                                                    ,"Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
hCoV-19/USA/CruiseA-4/2020|EPI_ISL_413609|NorthAmerica|USA|2020-02-21                     ,hCoV-19/USA/CruiseA-4/2020                   ,NorthAmerica/USA                                     ,2020-02-21     ,unknown                                                                                                                                                                                                                         ,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"                                                                                                                                    ,"Anna Uehara, Ying Tao, Clinton R. Paden, Krista Queen, Jing Zhang, Yan Li, Mary S. Keckler, Alison S Laufer Halpin, Haibin Wang, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Susan I. Gerber, Suxiang Tong"
hCoV-19/USA/WA-UW277/2020|EPI_ISL_418062|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW277/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/WA-UW275/2020|EPI_ISL_418060|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW275/2020                    ,NorthAmerica/USA                                     ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/Wales/PHWC-23BAC/2020|EPI_ISL_418096|Europe|UnitedKingdom|2020-03-12              ,hCoV-19/Wales/PHWC-23BAC/2020                ,Europe/UnitedKingdom/Wales                           ,2020-03-12     ,Wales Specialist Virology Centre                                                                                                                                                                                                ,Public Health Wales Microbiology Cardiff                                                                                                                                                                                                                    ,"Catherine Moore, Joanne Watkins, Sally Corden, Sara Rey, Matt Bull, Tom Connor"
hCoV-19/USA/WA-UW295/2020|EPI_ISL_418080|NorthAmerica|USA|2020-03-15                      ,hCoV-19/USA/WA-UW295/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-15     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/Wales/PHWC-23966/2020|EPI_ISL_418083|Europe|UnitedKingdom|2020-03-10              ,hCoV-19/Wales/PHWC-23966/2020                ,Europe/UnitedKingdom/Wales                           ,2020-03-10     ,Wales Specialist Virology Centre                                                                                                                                                                                                ,Public Health Wales Microbiology Cardiff                                                                                                                                                                                                                    ,"Catherine Moore, Joanne Watkins, Sally Corden, Sara Rey, Matt Bull, Tom Connor"
hCoV-19/USA/WA-UW297/2020|EPI_ISL_418082|NorthAmerica|USA|2020-03-15                      ,hCoV-19/USA/WA-UW297/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-15     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/WA-UW296/2020|EPI_ISL_418081|NorthAmerica|USA|2020-03-15                      ,hCoV-19/USA/WA-UW296/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-15     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/Japan/TKYE6182/2020|EPI_ISL_414511|Asia|Japan|2020-01                             ,hCoV-19/Japan/TKYE6182/2020                  ,Asia/Japan                                           ,2020-01        ,unknown                                                                                                                                                                                                                         ,Ryota Kumagai Tokyo Metropolitan Institute of Public Health                                                                                                                                                                                                 ,"Kumagai,R., Yoshida,I., Nagashima,M., Chiba,T. and Sadamasu,K."
hCoV-19/Germany/NRW-011/2020|EPI_ISL_414507|Europe|Germany|2020-03-03                     ,hCoV-19/Germany/NRW-011/2020                 ,Europe/Germany/NorthRhineWestphalia/Duesseldorf      ,2020-03-03     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                                                 ,"Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann"
hCoV-19/Germany/NRW-07/2020|EPI_ISL_414506|Europe|Germany|2020-02-27                      ,hCoV-19/Germany/NRW-07/2020                  ,Europe/Germany/NorthRhineWestphalia/HeinsbergDistrict,2020-02-27     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                                                 ,"Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann"
hCoV-19/Germany/NRW-08/2020|EPI_ISL_414508|Europe|Germany|2020-02-27                      ,hCoV-19/Germany/NRW-08/2020                  ,Europe/Germany/NorthRhineWestphalia/HeinsbergDistrict,2020-02-27     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                     ,"Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf"                                                                                                                                                                 ,"Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann"
hCoV-19/Portugal/CV62/2020|EPI_ISL_413647|Europe|Portugal|2020-03-01                      ,hCoV-19/Portugal/CV62/2020                   ,Europe/Portugal                                      ,2020-03-01     ,"Centro Hospital do Porto, E.P.E. - H. Geral de Santo Antonio"                                                                                                                                                                  ,Instituto Nacional de Saude (INSA)                                                                                                                                                                                                                          ,"Raquel Guiomar, Inês Costa, Pedro Pechirra, Joana Mendonça, Luís Vieira, Helena Ramos, Joana Isidro, Vítor Borges, João Paulo Gomes"
hCoV-19/Portugal/CV63/2020|EPI_ISL_413648|Europe|Portugal|2020-03-01                      ,hCoV-19/Portugal/CV63/2020                   ,Europe/Portugal                                      ,2020-03-01     ,"Centro Hospitalar e Universitário de Sao Joao, Porto"                                                                                                                                                                          ,Instituto Nacional de Saude (INSA)                                                                                                                                                                                                                          ,"Raquel Guiomar, Inês Costa, Pedro Pechirra, Joana Mendonça, Luís Vieira, João Tiago Guimarães, Joana Isidro, Vítor Borges, João Paulo Gomes "
hCoV-19/Netherlands/NoordBrabant_21/2020|EPI_ISL_414530|Europe|Netherlands|2020-03-04     ,hCoV-19/Netherlands/NoordBrabant_21/2020     ,Europe/Netherlands/NoordBrabant                      ,2020-03-04     ,Dutch COVID-19 response team                                                                                                                                                                                                    ,Erasmus Medical Center                                                                                                                                                                                                                                      ,"David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team."
hCoV-19/USA/WA-UW172/2020|EPI_ISL_416710|NorthAmerica|USA|2020-03-13                      ,hCoV-19/USA/WA-UW172/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-13     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/Netherlands/NoordBrabant_23/2020|EPI_ISL_414532|Europe|Netherlands|2020-03-05     ,hCoV-19/Netherlands/NoordBrabant_23/2020     ,Europe/Netherlands/NoordBrabant                      ,2020-03-05     ,Dutch COVID-19 response team                                                                                                                                                                                                    ,Erasmus Medical Center                                                                                                                                                                                                                                      ,"David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team."
hCoV-19/Netherlands/NoordBrabant_22/2020|EPI_ISL_414531|Europe|Netherlands|2020-03-04     ,hCoV-19/Netherlands/NoordBrabant_22/2020     ,Europe/Netherlands/NoordBrabant                      ,2020-03-04     ,Dutch COVID-19 response team                                                                                                                                                                                                    ,Erasmus Medical Center                                                                                                                                                                                                                                      ,"David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team."
hCoV-19/Netherlands/NoordBrabant_27/2020|EPI_ISL_414536|Europe|Netherlands|2020-03-08     ,hCoV-19/Netherlands/NoordBrabant_27/2020     ,Europe/Netherlands/NoordBrabant                      ,2020-03-08     ,Dutch COVID-19 response team                                                                                                                                                                                                    ,Erasmus Medical Center                                                                                                                                                                                                                                      ,"David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team."
hCoV-19/HongKong/case42_VM20002493/2020|EPI_ISL_414527|Asia|HongKong|2020-02-09           ,hCoV-19/HongKong/case42_VM20002493/2020      ,Asia/HongKong                                        ,2020-02-09     ,Hong Kong Department of Health                                                                                                                                                                                                  ,"School of Public Health, The University of Hong Kong"                                                                                                                                                                                                      ,"Dominic N.C. Tsang, Daniel K.W. Chu, Leo L.M. Poon, Malik Peiris"
hCoV-19/USA/WA-UW168/2020|EPI_ISL_416706|NorthAmerica|USA|2020-03-13                      ,hCoV-19/USA/WA-UW168/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-13     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/USA/WA-UW166/2020|EPI_ISL_416704|NorthAmerica|USA|2020-03-15                      ,hCoV-19/USA/WA-UW166/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-15     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/Netherlands/NoordBrabant_20/2020|EPI_ISL_414529|Europe|Netherlands|2020-03-04     ,hCoV-19/Netherlands/NoordBrabant_20/2020     ,Europe/Netherlands/NoordBrabant                      ,2020-03-04     ,Dutch COVID-19 response team                                                                                                                                                                                                    ,Erasmus Medical Center                                                                                                                                                                                                                                      ,"David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team."
hCoV-19/USA/WA-UW171/2020|EPI_ISL_416709|NorthAmerica|USA|2020-03-13                      ,hCoV-19/USA/WA-UW171/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-13     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/Germany/BavPat3/2020|EPI_ISL_414521|Europe|Germany|2020-03-02                     ,hCoV-19/Germany/BavPat3/2020                 ,Europe/Germany/Munich                                ,2020-03-02     ,Bundeswehr Institute of Microbiology                                                                                                                                                                                            ,Bundeswehr Institute of Microbiology                                                                                                                                                                                                                        ,"Mathias C Walter, Markus H Antwerpen and Roman Wölfel"
hCoV-19/Germany/BavPat2/2020|EPI_ISL_414520|Europe|Germany|2020-03-02                     ,hCoV-19/Germany/BavPat2/2020                 ,Europe/Germany/Munich                                ,2020-03-02     ,Bundeswehr Institute of Microbiology                                                                                                                                                                                            ,Bundeswehr Institute of Microbiology                                                                                                                                                                                                                        ,"Mathias C Walter, Markus H Antwerpen and Roman Wölfel"
hCoV-19/England/200990660/2020|EPI_ISL_414523|Europe|UnitedKingdom|2020-02-27             ,hCoV-19/England/200990660/2020               ,Europe/UnitedKingdom/England                         ,2020-02-27     ,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"                                                                                                                                                ,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"                                                                                                                                                                            ,"Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon"
hCoV-19/USA/WA-UW164/2020|EPI_ISL_416702|NorthAmerica|USA|2020-03-13                      ,hCoV-19/USA/WA-UW164/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-13     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/England/200990002/2020|EPI_ISL_414522|Europe|UnitedKingdom|2020-02-28             ,hCoV-19/England/200990002/2020               ,Europe/UnitedKingdom/England                         ,2020-02-28     ,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"                                                                                                                                                ,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"                                                                                                                                                                            ,"Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon"
hCoV-19/USA/WA-UW162/2020|EPI_ISL_416700|NorthAmerica|USA|2020-03-13                      ,hCoV-19/USA/WA-UW162/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-13     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/canine/HongKong/20-02756/2020|EPI_ISL_414518|Asia|HongKong|2020-02-26             ,hCoV-19/canine/HongKong/20-02756/2020        ,Asia/HongKong                                        ,2020-02-26     ,"Tai Lung Veterinary Laboratory, Agriculture, Fisheries and Conservation Department"                                                                                                                                            ,"School of Public Health, The University of Hong Kong"                                                                                                                                                                                                      ,"Thomas S.H. Chung, Christopher J Brackman, Daniel K.W. Chu, Leo L.M. Poon, Malik Peiris"
hCoV-19/HongKong/case85_VM20002868/2020|EPI_ISL_414519|Asia|HongKong|2020-02-24           ,hCoV-19/HongKong/case85_VM20002868/2020      ,Asia/HongKong                                        ,2020-02-24     ,Hong Kong Department of Health                                                                                                                                                                                                  ,"School of Public Health, The University of Hong Kong"                                                                                                                                                                                                      ,"Dominic N.C. Tsang, Daniel K.W. Chu, Leo L.M. Poon, Malik Peiris"
hCoV-19/Australia/NSW15/2020|EPI_ISL_417383|Oceania|Australia|2020-03-03                  ,hCoV-19/Australia/NSW15/2020                 ,Oceania/Australia/NewSouthWales/Sydney               ,2020-03-03     ,Centre for Infectious Diseases and Microbiology Public Health                                                                                                                                                                   ,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney                                                                                                                                        ,"Rockett R, Eden J-S, Lam C, Gray K, Timms V, Gall M, Arnott A, Sadsad R, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group"
hCoV-19/France/HF2496/2020|EPI_ISL_418231|Europe|France|2020-03-15                        ,hCoV-19/France/HF2496/2020                   ,Europe/France/HautsdeFrance/Compiègne                ,2020-03-15     ,Centre Hospitalier Compiègne Laboratoire de Biologie                                                                                                                                                                            ,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"                                                                                                                                                                  ,"Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia"
hCoV-19/Australia/NSW18/2020|EPI_ISL_417384|Oceania|Australia|2020-03-05                  ,hCoV-19/Australia/NSW18/2020                 ,Oceania/Australia/NewSouthWales/Sydney               ,2020-03-05     ,Centre for Infectious Diseases and Microbiology Public Health                                                                                                                                                                   ,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney                                                                                                                                        ,"Eden J-S, Lam C, Gray K, Timms V, Gall M, Arnott A, Sadsad R, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J, Dwyer DE and Rockett R for the 2019-nCoV Study Group"
hCoV-19/USA/WA-UW232/2020|EPI_ISL_417381|NorthAmerica|USA|2020-03-14                      ,hCoV-19/USA/WA-UW232/2020                    ,NorthAmerica/USA/Washington                          ,2020-03-14     ,UW Virology Lab                                                                                                                                                                                                                 ,UW Virology Lab                                                                                                                                                                                                                                             ,"Pavitra Roychoudhury, Hong Xie, Keith Jerome, Alexander Greninger"
hCoV-19/France/IDF2561/2020|EPI_ISL_418235|Europe|France|2020-03-16                       ,hCoV-19/France/IDF2561/2020                  ,Europe/France/IledeFrance/Vanves                     ,2020-03-16     ,Cabinet médical                                                                                                                                                                                                                 ,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"                                                                                                                                                                  ,"Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf"
hCoV-19/Australia/NSW25/2020|EPI_ISL_417388|Oceania|Australia|2020-03-05                  ,hCoV-19/Australia/NSW25/2020                 ,Oceania/Australia/NewSouthWales/Sydney               ,2020-03-05     ,Centre for Infectious Diseases and Microbiology Public Health                                                                                                                                                                   ,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney                                                                                                                                        ,"Gall M, Arnott A, Sadsad R, Carter I, Rahman H, Holmes EC, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J, Dwyer DE, Rockett R, Eden J-S, Lam C, Gray K and Timms V for the 2019-nCoV Study Group"
hCoV-19/France/IDF2534/2020|EPI_ISL_418234|Europe|France|2020-03-14                       ,hCoV-19/France/IDF2534/2020                  ,Europe/France/IledeFrance/Longjumeau                 ,2020-03-14     ,LABM GH nord Essonne                                                                                                                                                                                                            ,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"                                                                                                                                                                  ,"Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Christine Lambert"
